張斯綱,01 北投區、士林區,中國國民黨,,男,,,"政治大學東亞所 碩士
蔡永泉,01 東區,臺灣團結聯盟,66 歲,男,,,,,,,,,,,,,,,,,,,,,,,,
蔡永芳,03 八德區,民主進步黨,47 歲,男,桃園市,1971-09-19,"大成國小畢
建國國中畢
省立桃園農工職業學校畢業
國立嘉義農業專科學校畢業
國立空中大學社會科學系畢業","大勇國小家長會長
大勇社區發展協會理事監事
大成國中志工隊長
大成國中家長會會長
八德分局四維派出所義警
八德市後備軍人輔導中心輔導組長
八德市民代表
啟英高中家長會會長",,,,,,,,,,,,,,,,,,,,
蔡四結,01 新營區、柳營區、鹽水區、後壁區、白河區、東山區,無黨籍,75 歲,男,,,,,,,,,,,,,,,,,,,,,,,,
蔡水游,02 金湖鎮、金沙鎮,中國國民黨,61 歲,男,,,,,,,,,,,,,,,,,,,,,,,,
蔡文益,02 頭城鎮,中國國民黨,46 歲,男,,,,,,,,,,,,,,,,,,,,,,,,
蔡文旭,02 西區,民主進步黨,55 歲,男,嘉義市,,"美國加州大學san bernardino 分校
California State University， San Bernardino
國立台北商專財稅科","嘉義市市議員/民進黨團總召 
民進黨中央黨部文宣部幹事",,,,,,,,,,,,,,,,,,,,
蔡天成,15 牡丹鄉及恆春鎮、車城鄉、滿州鄉之山地原住民,中華統一促進黨,,男,,,,,,,,,,,,,,,,,,,,,,,,
潘懷宗,01 北投區、士林區,新黨,57 歲,男,臺北市,1961-07-02,"臺北市立士林國中
臺北市立復興高中
東吳大學化學系學士
美國艾默蕾大學神經化學及分析化學博士","第9、10、11屆臺北市議員
第三屆國民大會代表
新黨全委會秘書長
國立陽明大學專任教授
國立中央大學、國立交通大學、臺北市立大學、東吳大學等兼任教授","懷宗若能有幸當選，將秉持十二年來一貫信念，持續實踐下列目標。 

一、友善臺北，從照顧年輕朋友開始： 
(一)推廣「臺北市青年職涯發展方案」，協助青年適性就業。 
(二)發展創業募資平台，扶植青年創業。 
(三)青年購屋不易，給予更多優惠！ 

二、繁榮臺北，從士林北投開始： 
(一)打造「臺北科技走廊─ ─北投士林科技園區」，成為北市接軌國際要角。 
(二)持續推動社子島開發計畫，打造永續、安全都市環境。 
(三)監督關渡水岸環境再造工程，營造優質觀光特色。 

三、幸福臺北，從全人照護開始： 
(一) 任內關心「公辦民營老人安養護中心照護不周」、「獨老送餐缺失」等問題，未來將朝健全長者照顧網絡邁進。 
(二) 曾針對「家托人數過少，媒合不易」、「樂活補給站一市多制」提出問題，未來將持續關心各項身障者支持服務。 
(三) 關心健康、食安議題，如：「一、二代市民健康卡問題多」、「市售中藥養身飲品糖分偏高」、「市售清潔用品三氯沙超標」、「擴大辦理65歲以上免費施打肺炎鏈球菌疫苗」等，未來將持續把關，讓台北市民健康再進化！ 

四、數位臺北，從寬頻雲端開始： 
(一)推動光纖網路建設，提升寬頻上網品質。 
(二)推動市政服務上雲端。 
(三)打造文創、藝術、觀光雲端運用平台。 

五、希望臺北，從教育開始： 
(一)增設公幼，擴充幼兒就讀機會。 
(二)多語學習結合E化教育，學習成效最大化！ 
(三)多方傾聽，推動教育改革，消弭升學壓力！ 

六、安心臺北，從先進設備開始： 
(一)監督市府建置錄影監視系統第二期，強化犯罪偵防。 
(二)要求優先辦理災害應變中心資訊系統汰換，優化防災作業。 
(三)持續要求AED建置及登錄效率。

（資料來源／臺北市議會：http://tcc9104.tcc.gov.tw/cp.aspx?n=3655DD2CDA2ED6C1）",,,,,,,,,,,,,,,,,,,
潘簡春樹,08 平地原住民,無黨籍,,男,,,,,,,,,,,,,,,,,,,,,,,,
潘翰疆,04 中山區、大同區,樹黨,51 歲,男,臺南市,1967-01-01,"國立中山大學企業管理學系畢業
(輔系：外國語文學系)","世新大學社會發展研究所碩士生
江翠國中肉身護樹樹上生活268小時
樹黨黨主席
台灣貓狗人協會理事
台灣環境行動網協會秘書長
台灣環境保護聯盟副秘書長
三重社區大學校務委員
國會助理7年
國貿工作7年
護樹環保社運10年
環團股東會行動10場","一、保護樹木、增加綠地
1. 護樹優於種樹，植樹節改為護樹節。
2. 各縣市制定「樹木保護自治條例」，確實執行公有地樹木原地保留。中央制定「樹木保護法」。
3. 落實都市計畫法規定，綠地面積應達到十分之一。
4.推動高透水率和綠覆率的海綿城市，作為治水和防災的重要策略。
5. 自然步道及自然海岸零損失，水泥步道及人工海岸零成長。
6. 停止國有資產的私有化。都市更新著眼於地方生態、文化、經濟復興，空間再造以公共利益和人權為本，保護老樹與文化資產。

二、保護動物，尊重生命
1. 切實推動TNR(捕捉結紮放養)，改善流浪動物處境，僅限精準捕捉攻擊性流浪動物，消除不當撲殺。
2. 劃設野生動物保護區或重要棲息地，維護地方多樣性資產，作為地方發展策略。

三、友善多樣，社區參與(教育、文化及社區行動方案)
1. 發展綠色校園成為社區環境教育中心，營養午餐增加有機和在地比例。家長會組織法制化。
2. 調查社區綠資源，繪製「樹人守護地圖」。里民活動中心成為「綠生活資源中心」。串連各地樹人成為「地球通報網絡」。

四、低碳城市，在地經濟
1. 落實環境基本法--非核家園條款，實踐能源節約與自主。執行氣候變遷的減量與調適計畫。編列預算與人力進行環境基礎資訊的普查及資訊公開。
2. 發展經濟自主的在地幸福經濟：振興地方商圈及傳統市場，鼓勵公平貿易，反對服貿及自由經濟示範區。
3. 勞動與青年就業：公部門禁止使用派遣人力。促進有尊嚴的綠領工作機會。

（（資料來源／中選會選舉公報：http://103bulletin.cec.gov.tw/103/%E8%87%BA%E5%8C%97%E5%B8%82/%E5%B8%82%E8%AD%B0%E5%93%A1/%E8%87%BA%E5%8C%97%E5%B8%82%E7%AC%AC03%E9%81%B8%E8%88%89%E5%8D%80.pdf）",,,,,,,,,,,,,,,,,,,
潘裕隆,08 平地原住民,中國國民黨,47 歲,男,,,,,,,,,,,,,,,,,,,,,,,,
潘連周,03 潮州鎮、萬巒鄉、內埔鄉、竹田鄉、新埤鄉、枋寮鄉、泰武鄉、來義鄉、春日鄉,無黨籍,54 歲,男,,,,,,,,,,,,,,,,,,,,,,,,
潘淑眞,03 潮州鎮、萬巒鄉、內埔鄉、竹田鄉、新埤鄉、枋寮鄉、泰武鄉、來義鄉、春日鄉,民主進步黨,53 歲,女,屏東縣,,美和科技大學,"SMA Negeri 1 Maros Teacher
屏東縣議員",,,,,,,,,,,,,,,,,,,,
潘郁儒,06 羅東鎮,無黨籍,,女,,,,,,,,,,,,,,,,,,,,,,,,
潘秋榮,07 平地原住民,中國國民黨,62 歲,男,,,,苗栗縣議員,,,,,,,,,,,,,,,,,,,,
潘政治,03 潮州鎮、萬巒鄉、內埔鄉、竹田鄉、新埤鄉、枋寮鄉、泰武鄉、來義鄉、春日鄉,民主進步黨,63 歲,男,屏東縣,,國立中山大學,"大武山獅子會創會會長
中華亞太投資銀行家協進會副理事長
屏東縣三曹愛心慈善協會理事長
大武山社區大學農業發展協會創辦人
巨擘控股-香港有限公司CEO
廣西財經學院境外客座副教授
大華科技大學兼任講師",,,,,,,,,,,,,,,,,,,,
潘長成,03 潮州鎮、萬巒鄉、內埔鄉、竹田鄉、新埤鄉、枋寮鄉、泰武鄉、來義鄉、春日鄉,臺灣團結聯盟,53 歲,男,,,,,,,,,,,,,,,,,,,,,,,,
潘采瑤,02 長治鄉、麟洛鄉、九如鄉、里港鄉、鹽埔鄉、高樹鄉、三地門鄉、霧臺鄉、瑪家鄉,無黨籍,,女,,,,,,,,,,,,,,,,,,,,,,,,
潘念恩,06 平地原住民,無黨籍,,女,,,,,,,,,,,,,,,,,,,,,,,,
潘坤福,08 平地原住民,中國國民黨,61 歲,男,,,,,,,,,,,,,,,,,,,,,,,,
潘正義,12 來義鄉及潮州鎮、新埤鄉、新園鄉、崁頂鄉、南州鄉之山地原住民,無黨籍,65 歲,男,屏東縣,,,,,,,,,,,,,,,,,,,,,,,
潘世杰,08 平地原住民,民主進步黨,55 歲,男,屏東縣,,,,,,,,,,,,,,,,,,,,,,,
潘月霞,04 瑞穗鄉、玉里鎮、富里鄉、卓溪鄉,中國國民黨,,女,,,,玉里鎮黨部主任委員,,,,,,,,,,,,,,,,,,,,
潘子嵉,04 後龍鎮、造橋鄉、竹南鎮,無黨籍,,女,,,,,,,,,,,,,,,,,,,,,,,,
潘一全,05 埔里鎮、國姓鄉、仁愛鄉,中國國民黨,48 歲,男,,,,,,,,,,,,,,,,,,,,,,,,
歐陽龍,06 大安區、文山區,中國國民黨,57 歲,男,臺北市,1960-11-12,"仁愛國小
仁愛國中
私立徐匯高級中學","第9、10、11、12屆臺北市議員
國民黨臺北市黨部副主委
臺北市議會國民黨黨團書記長
兒福聯盟諮詢委員
臺北市弱勢族群發展協會顧問
臺北市家扶中心扶幼委員會顧問
臺北市牙醫師公會顧問
國際扶輪臺北聽奧服務計畫委員會諮詢委員
龍門扶輪社根除小兒麻痺等主委","1.　 督促市府進行城市綠化，廣設太陽能發電設備，打造有氧台北。
2.　 改善台北交通沉痾，信義、仁愛路盡速恢復雙向通行。
3.　 保障市民用路權益，擴大「以人為本」的無障礙步行空間。
4.　 進行辛亥隧道公共藝術設置美化，改善老舊陰森之感。
5.　 要求市府優先輔導老舊公寓整建更新，以重建或整建維護方式提高建物耐震性能及規劃防災空間，建構市民安全居住環境。
6.　 要求市府責成醫院及保全公司保障醫院及病患安全，杜絕急診室暴力。
7.　 要求市府盡速補足警察、消防、醫護人力，維護市民生命安全。
8.　 推動長者照護服務，落實「在地老人安養」及「照護社區化」的政策方案。
9.　 活化閒置空間，普設平價、優質的公共托育服務，減輕家長育兒負擔。
10.　為求環境永續，反轉商業發展凌駕文化價值的思維，力保在地文化，妥善發展文化觀光產業，延續台北記憶給下一代。

（資料來源／中選會選舉公報：http://ebulletin.cec.gov.tw/%E9%81%B8%E8%88%89/%E7%9B%B4%E8%BD%84%E5%B8%82%E8%AD%B0%E5%93%A1/103%E5%B9%B4/01%E8%87%BA%E5%8C%97%E5%B8%82/%E8%87%BA%E5%8C%97%E5%B8%82%E7%AC%AC06%E9%81%B8%E8%88%89%E5%8D%80.pdf）",,,,,,,,,,,,,,,,,,,
歐陽霆,08 平鎮區,綠黨,,男,桃園市,,,,"
          監督市府興建社會宅的速度之外，並提高屯房稅。
八、
","
          建立高效能社會扶助機制，簡化急難救助流程，增加社工人數、設置食物銀行，使弱勢家庭迅速獲得關懷照顧。而後增強媒合機制協助或是培訓機制，協助媒合找到新工作。
","
          推動公立小學附設幼兒園、托嬰中心、非營利幼兒園等數量增加之外。並在親子館增設喘息服務，減緩父母育兒壓力。
","
          要求市府內應降低勞動派遣、減少中間剝削。並由民間部分則是加強勞動檢查、防範過勞問題，創造友善勞動環境。
","
          用統感、綠蔭和文資...等特色公園來取代水泥公園。此外將電線杆地下化，創造更多宜人地景，不要拍照一堆電線橫在畫面上頭，還可一併解決可能停電跳電等用電安全的問題。
","
          在平鎮建設青年創業基地，鼓勵青年微型創業。結合青年事務局各項補助設立單一窗口，縮短申請時間與提升便民性。另外在青創基地群增加直達前往雙北市公車。
","
          補助犬貓免費結紮、免費植入晶片，加強絕育誘因，從源頭減量收容動物壓力。
","
          制定樹保法與樹木修剪規範，並要求相關標案納入規範來減少斷頭樹的產生。如有廠商不按規範修剪時，也能依據合約內容予以開罰；協助市府爭取清潔隊員員額和垃圾車路線。設置資源回收機搭配市民卡，讓市民朋友不用追著垃圾車跑。推廣垃圾分類和隨袋徵收有效進行減量。
",整合地下管線並建置3D圖資、落實監督地下管線埋設深度避免淺埋、減少管線破損導致的路基掏空，和監督道路挖掘後的管挖回填品質。改善人行步道品質，讓行人有更友善的空間。另外要求使用共同管溝或是箱涵的單位繳交租金，以加速攤還其成本。,"
          配合延後上學的政策，由市府編列預算來作補助，讓學生在上下課時段這個區間搭乘公車免費，分散車流和減輕家長負擔。
",,,,,,,,,,
歐陽儀雄,01 金城鎮、金寧鄉、烏坵鄉,中國國民黨,45 歲,男,金門縣,,,,,,,,,,,,,,,,,,,,,,,
歐陽蓁珠,05 溪湖鎮、埔鹽鄉、埔心鄉,民主進步黨,63 歲,女,嘉義縣,,省立嘉義女子高級中學畢業,"民主進步黨彰化縣議會黨團 2014 副總召 
彰化縣議會第17屆議員 
民主進步黨彰化縣議會黨團 2013 年幹事長 
溪湖鎮第18屆鎮民代表 
溪湖鎮農會第 10 屆監事 
蔡英文競選總統彰化縣競選總部副總幹事 
江昭儀競選立委埔心後援會會長 
林重謨競選立委溪湖區後援會婦女部主任 
凱達格蘭學校國家領導與發展策略班結業 
中華民國得勝者教育協會志工 
彰化縣脊髓損傷重建協會 諮詢顧問 
通天宮紫極殿委員 
三巡堂慈善會會員 
螢火蟲鐵騎隊隊員 
彰化縣儒林登山協會會員",,,,,,,,,,,,,,,,,,,,
歐炳辰,12 觀音區,無黨籍,61 歲,男,桃園市,,大興工商,"桃園縣第十六屆縣議員。
觀音鄉第十六屆鄉長。",,,,,,,,,,,,,,,,,,,,
歐金獅,07 樹林區、鶯歌區、土城區、三峽區,無黨籍,66 歲,男,嘉義縣,1952-05-01,南亞工商專科學校,"民進黨鶯歌黨部第一屆主任委員
第十六屆台北縣議員
第一屆新北市議員
鶯歌區志工協進會理事長
鶯歌區體育會理事長
鶯歌同濟會會長
樹三鶯嘉義同鄉會理事長
國際獅子會３００Ｂ２區總監
立法院助理工會理事長
凱達格蘭學校地方領袖班結業","金獅向市民的承諾

《社會福利篇》

爭取65歲長者可補助裝假牙，以保障老人口腔健康，減輕家庭經濟負擔維護老人生活品質與尊嚴。

爭取65歲長者免繳健保費，由敬老尊賢照顧長者為出發點，不需排富條件，凡65歲以上長者不用繳交健保費。

爭取一校一公托，讓公托看得到也用得到，現在面臨少子化的困境，只要盤點閒置教室，以公辦民
營的方式辦理，讓年輕夫婦不用抽籤就可上公立幼兒園，家庭經濟也可鬆一口。

利用三峽忠義山莊規畫為公共托老中心，面臨少子女化和高齡化社會的到來，老人照護將會拖跨多
數中產家庭。我們要求市府全力向中央增取經費開設頗具規模的長照中心。

青年租屋補貼全力爭取提高至單身4000元、家庭6000元，考慮年輕人剛開始工作薪水較低，以此方式減輕其經濟負擔。

（資料來源／歐金獅臉書粉絲專頁：https://www.facebook.com/ogoldlion/posts/1035341323310820）",,,,,,,,,,,,,,,,,,,
歐志銘,06 羅東鎮,時代力量,52 歲,男,宜蘭縣,,"日本大學Nihon University 學士、碩士、博士 
羅東高工
羅東國中","蘭陽技術學院 - 建築系主任、學務長、校務主任
宜蘭縣、頭城鎮、蘇澳鎮 - 都市計畫委員
宜蘭縣永續發展工程學會 理事
日本大學Nihon University - 客座研究員",,,,,,,,,,,,,,,,,,,,
歐大正,05 香山區,無黨籍,,男,,,,,,,,,,,,,,,,,,,,,,,,
劉馨正,01 桃源區、那瑪夏區、甲仙區、六龜區、杉林區、內門區、旗山區、美濃區、茂林區,無黨籍,64 歲,男,高雄市,1954-01-01,"私立輔仁大學教育心理系畢業
日本國廣島大學經濟學碩士","高雄市政府建設局長、經濟發展局長。
經濟部中小企業馬上解決問題中心主任
經濟部南科育成中心主任
輔仁大學、國立空中大學兼任講師","一、拓展農產品外銷，建立完整產銷通路。
二、推動農產品加工技術研發，創造附加價值。
三、落實強化一鄉一特色產業，繁榮地方經濟。
四、協助弱勢創業，推動素人經濟。
五、整合區域資源，發展觀光事業。
六、輔導企業發展，強化競爭能力，增加就業機會。
七、充實醫療資源，加強老人照護。
八、充實鄉村教學資源，提升學童學習能力。
九、加強海內外招商引資，促進投資繁榮經濟，創造就業機會。
十、配合各地特有文化，鼓勵激發青年創意能力，發展文創事業。
十一、整建及開闢旗美各地區傳統市場，改善業者營業環境與消費者的消費環境。
十二、建立旗美各地區農魚產品銷售專區，提升農漁民收益。

（資料來源／高雄市議會：http://www.kcc.gov.tw/PeriodMembers/Introduction.aspx?KeyID=1762）",,,,,,,,,,,,,,,,,,,
劉耀仁,05 中正區、萬華區,民主進步黨,50 歲,男,高雄市,1968-10-16,"世界新聞專科學校畢業 
國立成功大學歷史系畢業 
美國印第安那州立大學政治學碩士畢","臺北市議會第9、10、11屆臺北市議員 
臺北市議會民進黨黨團總召 
臺北市議會第12屆議長選舉民進黨提名候選人","1.推動新店溪及淡水沿岸為都市更新特區，容積獎勵高於東區，以增加更新誘因。 
2.嚴格監督中小學營養午餐及杜絕校園暴力。 
3.嚴格把關市府公共工程品質及預算編列。 
4.繼續舉辦中正萬華區低收入戶小學生新年送新衣活動。 
5.加速傳統市場環境改善以增進消費意願。 
6.改善年長者聚集休閒之活動場所環境。 
7.增加鄰里監視器以杜絕社區治安死角。

（資料來源／中選會選舉公報：http://103bulletin.cec.gov.tw/103/%E8%87%BA%E5%8C%97%E5%B8%82/%E5%B8%82%E8%AD%B0%E5%93%A1/%E8%87%BA%E5%8C%97%E5%B8%82%E7%AC%AC05%E9%81%B8%E8%88%89%E5%8D%80.pdf）",,,,,,,,,,,,,,,,,,,
劉聲正,01 東區東門里等35里,民主進步黨,59 歲,男,新竹市,,,"新竹市議會東區市議員
新竹市政府客家委員會委員
新竹市東區關東社區發展協會理事長 
新竹市三屆關東里里長",,,,,,,,,,,,,,,,,,,,
劉興藻,08 竹東鎮、五峰鄉,無黨籍,,男,新竹市,,,,,,,,,,,,,,,,,,,,,,,
劉德林,09 鳳山區,中國國民黨,57 歲,男,高雄市,,"和春技術學院 
國立中山大學社會科學進修班","高雄市高縣退伍軍人協會理事長
高雄市高縣眷村文化發展協會榮譽理事長
高雄市高縣山東同鄉會榮譽理事長
高雄市關懷公教退休人員協會顧問
高雄市黃國山黨部副主委
第一、二屆 高雄市議員",,,,,,,,,,,,,,,,,,,,
劉劍鋒,04 后里區、豐原區,臺灣整復師聯盟工黨,,男,,,目前暫時無資料顯示其學歷,目前暫時無資料顯示其經歷,,,,,,,,,,,,,,,,,,,,
劉熒隆,10 龍潭區,無黨籍,,男,,,,,"
          龍潭的軍事用地應適度研擬檢討，若已無軍事功能之要務，建議能發展成開放空間或公共建設(ex:龍潭公共交通的轉運站)，對我們龍潭的生活品質提升，绝對有可行性的！
",,,,,,,,,,,,,,,,,,,
劉順松,04 後龍鎮、造橋鄉、竹南鎮,民主進步黨,66 歲,男,,,"新港國小
竹南初中
竹南高中
政治作戰學校專修班","後龍鎮校椅里第十七、十八屆里長
後龍鎮第十九屆鎮民代表
仁德醫專董事
民進黨菁英計畫訓練營結業
新港國小家長會會長
後龍游泳協會理事長
外丹功運動協會常務理事
後龍鎮企業家慈善基金會執行長
苗栗小英之友會顧問
民進黨執行委員
苗栗縣議員",,,,,,,,,,,,,,,,,,,,
劉雅文,03 大林鎮、溪口鄉、梅山鄉,民主進步黨,37 歲,女,,,實踐大學會計系,"嘉義縣小英之友會執行長
嘉義縣溪口鄉衛生所群體醫療基金 會計
嘉義縣大林鎮公所機要課員",,,,,,,,,,,,,,,,,,,,
劉淼松,03 潮州鎮、萬巒鄉、內埔鄉、竹田鄉、新埤鄉、枋寮鄉、泰武鄉、來義鄉、春日鄉,無黨籍,52 歲,男,屏東縣,,,,,,,,,,,,,,,,,,,,,,,
劉曾玉春,07 中壢區,無黨籍,64 歲,女,,,育達商職,"中壢市第10、11屆市民代表
劉姓宗親會中壢分會婦女部執行長
曾氏宗親會中壢分會名譽會長
桃園縣關懷人生愛心協會首席顧問
桃園縣義勇消防隊興國分隊顧問
首華大飯店董事
桃園縣武術協會理事長
桃園縣劉姓青年會顧問
曾氏宗親會中壢分會名譽會長
中壢婦聯會委員
中壢女青年會顧問
桃園縣警察之友中壢分會大崙站顧問
桃園縣鄉土文化推廣協會理事長
桃園縣曾氏宗親會顧問
桃園縣新都心生活文化協會顧問",,,,,,,,,,,,,,,,,,,,
劉景滄,06 田中鎮、社頭鄉、二水鄉,無黨籍,48 歲,男,彰化縣,,"國立員林家商畢業
田中國中
田中國小","一、彰化縣田中警察志工協進會創會理事長。
二、彰化縣青工總會副總會長。
三、彰化縣榮譽觀護人協進會秘書長。
四、田中鎮後備憲兵聯絡中心創會總幹事、主任。
五、社頭同濟會會長。
六、田中青商會副會長。
七、田中區義警中隊書記。",,,,,,,,,,,,,,,,,,,,
劉惠娟,04 員林市、大村鄉、永靖鄉,中國國民黨,46 歲,女,彰化縣,,國立彰化師範大學企業高階管理碩士,"第17、18，19屆員林鎮民代表
中國國民黨第18、19、20全黨代表
員林螢光慈善會第20屆理事長
彰化縣立大同國中校友會常務理事
彰化縣志願服務協會志工獎助學金審查委員會",,,,,,,,,,,,,,,,,,,,
劉勝全,04 蘆竹區,無黨籍,49 歲,男,,1969-04-19,"海湖國小
山腳國中
市立高工
萬能技術學院專科二年制畢業","桃園縣議員
桃園縣議會財政委員會召集人
蘆竹鄉民代表會主席、代表
蘆竹鄉農會職員、理事
蘆竹鄉家長協會總會長
桃園縣濱海協會會長
南亞、永純、蘆竹公所企業工會顧問
中華奧運委員會蘆竹辦事處主任
社區守望相助隊大隊長
海湖國小、山腳國中家長會長
蘆竹鄉教育文教基金會董事
國際同濟會台灣蘆竹會監事","
          一、 公開透明航空城開發，打造國門新風貌。
二、 愛心銀髮關懷高齡，身障照護在地社區化。
三、 革新國民義務教育，特色小學快樂學習。
四、 廣設公幼安心生養，升級托育補助福利。
五、 友善農業食材溯源，農村發展特色經濟。
六、 公安先鋒勞權守護，堅決捍衛勞工權益。
七、 串聯北北桃交通網，推動北桃捷運轉乘優惠。
八、 興建公宅，扶持青創，建設智慧互聯城市。
九、 尊重多元文化及移民，族群共榮安居桃園。
十、 強力監督治安，建構社會安全網，保障婦幼安全。（劉勝全候選人臉書貼文）
",,,,,,,,,,,,,,,,,,,
劉陳昭玲,01 馬公市,中國國民黨,62 歲,女,,,,,,,,,,,,,,,,,,,,,,,,
劉添梧,06 羅東鎮,民主進步黨,70 歲,男,,,國立台北空中商專,"宜蘭縣議會第13、14、15、16屆議員
陳水扁、林義雄、黃煌雄、陳定南、游錫堃、劉守成、張川田、陳金德、游榮華等助選員",,,,,,,,,,,,,,,,,,,,
劉淑芳,07 北斗鎮、田尾鄉、埤頭鄉、溪州鄉,中國國民黨,59 歲,女,,,大葉大學國際企業管理學系碩士,"田尾鄉長
彰化縣議員
芊鈺獅子會創會長
彰化縣木球協會主任委員",,,,,,,,,,,,,,,,,,,,
劉康彥,04 北區北門里等30里,民主進步黨,30 歲,男,,,"Fu Jen Catholic University
National Nei-Li Senior High School
National Sun Yat-sen University","新竹市政府
鹽埕國中
Industrial Technology Research Institute
China Times
東森新聞雲",,,,,,,,,,,,,,,,,,,,
劉崇顯,01 東區東門里等35里,綠黨,,男,,,,,,,,,,,,,,,,,,,,,,,,
劉祐龍,07 中壢區,時代力量,31 歲,男,桃園市,,"東吳大學政治學研究所碩士班 
文化大學行政管理學系 
育達高中 
龍岡國中 
忠貞國小","陸軍特戰傘兵
立法委員徐永明國會辦公室主任
時代力量中央黨部政策組專員
時代力量桃園黨部 副執行長","
          一、 交通革新 友善路權
二、 公共運輸 友善便捷
三、 公托普及 公幼升級
四、 主題公園 悠活社區
五、 主題公園 悠活社區
六、 居住正義 推動社宅
七、 水岸綠廊 老街溪整治
八、 議會改革 公開透明
（劉祐龍候選人臉書貼文）
",,,,,,,,,,,,,,,,,,,
劉振隆,01 屏東市,無黨籍,,男,,,,,,,,,,,,,,,,,,,,,,,,
劉展原,07 芎林鄉,中國國民黨,,男,,,,,,,,,,,,,,,,,,,,,,,,
劉哲彰,08 新店區、深坑區、石碇區、坪林區、烏來區,中國國民黨,46 歲,男,新北市,1972-01-01,"美國阿肯色大學教育博士
美國匹茲堡州立大學人力資源發展碩士
美國匹茲堡州立大學企業管理學士
及人中學","新北市第1屆議員
石碇鄉代理鄉長
立法委員劉盛良國會辦公室主任
台北縣政府客家事務局籌備處主任
清雲科技大學助理教授
景文科技大學助理教授","倫“ 轉新北，“ 哲“ 任重大

一持續監督環狀捷運線完工通車，讓新店地區成為全國交通最便利的地區。
二持續推動新店行政園區改造計畫，讓新店區市民享有舒適便利的洽公環境。
三加速推動新店運動休閒中心完工，提供市民優質的運動環境。
四持續推動安康捷運動工，讓安坑地區的居民享有快速便捷的交通系統，並加速完成安坑地區之公共設施。
五推動環保觀念，加速廢除安坑焚化爐。
六爭取深坑捷運線，並持續改善深坑停車需求，以利深坑觀光旅遊的發展。
七持續推動石碇地區聯外道路建設。
八持續推動坪林觀光產業價值提升。
九持續推動烏來地區聯外道路安全。
十積極推動國小課後照顧需求，以減輕家庭負擔，讓更多家長能安心工作。
十一督促政府全面建置鄰里監視系統，有效保障市民安全。
十二擴大碧潭水域使用範圍，將碧潭打造成國際級水上觀光休閒運動兼備的風景區。

（資料來源／新北市議會：https://www.ntp.gov.tw/content/list/list01-1-03-1.aspx?sid=556）",,,,,,,,,,,,,,,,,,,
劉茂羣,03 八德區,中國國民黨,62 歲,女,桃園市,1956-05-06,美國南加大企業管理碩士、淡江大學公共行政、育達商職、八德國中,"(1）第13－17屆桃園縣議員
(2）第1屆桃園市議員
(3）黃國園黨部委員
(4）八德分局義警分隊長(5）八德區劉姓宗親會理事長
(6）八德區音樂協會理事長(7）八德分局警政志工副中隊長
(8）國民黨第19屆黨代表",,,,,,,,,,,,,,,,,,,,
劉美玲,06 平地原住民,無黨籍,,女,,,,,,,,,,,,,,,,,,,,,,,,
